id	name	org	league	gender	birthday	period	birthplace
yamauchitaisei	山内大誠	JPML	E2②	male	01/24	第37期	東京
yamauchirinoka	山内梨乃香	JPML	—	female	02/02	第42期	沖縄
yamamotoerika	山本えりか	JPML	—	female	02/17	第27期	九州
yamamotoyoshihiko	山本吉彦	JPML	—	male	02/27	第42期	関西
yamamototakuya	山本拓哉	JPML	—	male	11/11	第29期	中部
yamamotoayumu	山本歩夢	JPML	—	male	01/18	第39期	関西
yamamotoyuusuke	山本祐輔	JPML	C3	male		第36期	東京
yamamotohiroyuki	山本裕之	JPML	—	male	10/26	第33期	関西
yamamotoryousuke	山本涼介	JPML	—	male	11/24	第41期	東北
yamanotatsuki	山野達喜	JPML	—	male	02/11	第38期	関西
chifumi_yamawaki	山脇千文美	JPML	D1①	female	04/02	第29期	東京
shinomiyasayaka	四ノ宮彩夏	JPML	—	female	08/05	第41期	中部
ichikawaatsushi	市川敦士	JPML	—	male	03/21	第26期	北海道
ichikawahiroyuki	市川博之	JPML	—	male	10/21	第41期	北海道
shidagitakeshi	志多木健	JPML	C1	male	05/12	第32期	北陸
shikataayumu	志方歩	JPML	—	male	01/02	第39期	中部
ujiieyoshinari	氏家義成	JPML	—	male	08/15	第32期	九州
shizakayuuichi	獅坂祐一	JPML	—	male	08/23	第32期	北陸
kodamayoshihiro	児玉佳宏	JPML	D3①	male	09/10	第37期	東京
kodamaryuuya	児玉隆哉	JPML	—	male	01/02	第37期	北海道
terashitaryuutarou	寺下龍太郎	JPML	E1①	male	03/01	第38期	東京
teradotakashi	寺戸孝志	JPML	D1①	male	03/05	第21期	中部
teramotokouichi	寺本光一	JPML	—	male	10/10	第37期	関西
teramotomasahiko	寺本将彦	JPML	E2①	male	09/03	第39期	東京
tokitahirokazu	時田拓和	JPML	C3	male	10/23	第29期	東京
murofushirima	室伏理麻	JPML	—	female	05/04	第14期	東京
jitsumorikyouichi	実盛今日一	JPML	E3②	male	04/24	第41期	東京
shinoharasaemi	篠原冴美	JPML	E2①	female	08/29	第40期	東京
shinozakikouchi	篠崎高知	JPML	E3②	male	07/02	第40期	東京
yoshikazu_shibata	柴田吉和	JPML	A2	male	01/13	第28期	東京
shibatakouhei	柴田航平	JPML	D1①	male	10/11	第34期	東京
shibatataichi	柴田太一	JPML	—	male	05/07	第35期	北海道
shibatayuuichirou	柴田祐一朗	JPML	—	male	07/10	第28期	九州
wakaitsubasa	若井翼	JPML	—	male	11/22	第36期	関西
wakamatsukeigo	若松慶悟	JPML	E1②	male	12/08	第40期	東京
wakamatsumasakazu	若松正和	JPML	C3	male	08/23	第24期	中部
moriyayoshihiko	守屋芳彦	JPML	D3①	male		第35期	東京
moritamasaki	守田成希	JPML	—	male	04/11	第42期	北陸
tezukasakiku	手塚紗掬	JPML	D3②	female	03/03	第28期	東京
itsukiyuuki	樹優希	JPML	—	female	10/04	第41期	中部
muneyukiyasuhiro	宗雪靖弘	JPML	—	male	09/08	第38期	四国
akiyamakano	秋山華乃	JPML	E3②	female	05/14	第42期	東京
akiyamatoshiko	秋山淑子	JPML	—	female	01/15	第13期	関西
akibaminami	秋場みなみ	JPML	E2①	female	02/27	第39期	東京
akiyakousuke	秋谷恒輔	JPML	E1①	male	06/18	第40期	東京
shibusawasatoru	渋澤悟	JPML	E3①	male	03/20	第41期	東京
shigeharasatoshi	重原聡	JPML	D1②	male	10/07	第26期	北関東
degoshishigeki	出越茂毅	JPML	—	male	09/21	第39期	北海道
haruhararin	春原りん	JPML	—	female		第38期	東京
sunoharayuuta	春原雄太	JPML	D3②	male	01/07	第39期	東京
harunamiki	春名美紀	JPML	—	female	11/28	第42期	北海道
nagisamomo	渚もも	JPML	E2②	female	07/20	第40期	東京
katsumata	勝又健志	JPML	A1	male	1981/03/15	第17期	東京都墨田区
koyatsukasa	小屋史	JPML	E3②	male	03/20	第42期	東京
ogasaharanao	小笠原奈央	JPML	E1①	female	02/01	第28期	東京
komiyamakazumi	小宮山一美	JPML	—	female	05/09	第9期	東京
kodamawataru	小玉渉	JPML	E3②	male	08/08	第33期	東京
ogumayoshihira	小熊良衡	JPML	—	male	08/03	第36期	東北
oguriryuusei	小栗隆成	JPML	—	male	02/27	第37期	東北
oharakouta	小原航太	JPML	D2②	male	12/17	第33期	東京
odakayuuki	小高佑貴	JPML	B2	male	09/22	第37期	東京
ogurumashou	小車祥	JPML	C3	male	02/29	第25期	東京
komatsutakezou	小松武蔵	JPML	C2	male	03/18	第22期	東京
komatsushouichi	小松翔一	JPML	C2	male	08/12	第38期	四国
kosugitakahiro	小杉昂裕	JPML	—	male	03/30	第40期	中部
kosugeshunya	小菅隼弥	JPML	E2②	male	06/04	第40期	東京
ogawanaoya	小川尚哉	JPML	C1	male	10/31	第22期	北関東
ogawayuuya	小川裕也	JPML	D3①	male	11/07	第37期	関西
takanashimao	小鳥遊麻央	JPML	—	male	09/28	第39期	関西
odasatoshi	小田悟志	JPML	D2①	male	05/12	第21期	東京
odashouki	小田尚生	JPML	E2②	male	05/22	第40期	東京
kotomei	小兎めい	JPML	E3②	female	01/22	第41期	東京
kojimahironobu	小島広宣	JPML	—	male	02/22	第25期	東京
kodairahotaru	小平螢	JPML	E3②	male	10/13	第35期	東京
onomasatoshi	小野雅峻	JPML	—	male	09/20	第29期	中部
onomasaki	小野将輝	JPML	—	male	07/22	第42期	中部
onozukatowa	小野塚永遠	JPML	D2①	male	11/06	第36期	東京
kobayashikatsumi	小林克己	JPML	E2②	male	12/01	第39期	東京
kobayashimasakazu	小林正和	JPML	C2	male	02/28	第31期	北関東
kobayashidaichi	小林大地	JPML	D3①	male	06/08	第34期	東京
kobayashikazuki	小林和樹	JPML	—	male	11/04	第36期	北陸
shoujiyuuma	庄司結真	JPML	E1②	male	02/11	第40期	東京
shoudayuusei	庄田祐生	JPML	C1	male	02/28	第32期	東京
matsuinaohiro	松井直大	JPML	—	male	06/16	第38期	北陸
matsuiryouta	松井亮太	JPML	E2②	male	03/18	第39期	東京
matsuiryouya	松井亮弥	JPML	—	male	02/23	第42期	関西
matsuokamanabu	松岡学	JPML	E1②	male	08/27	第38期	東京
matsuokaakihiko	松岡昭彦	JPML	E2①	male	07/24	第20期	東京
matsuokachiaki	松岡千晶	JPML	—	female	01/21	第28期	東京
matsuokayuuta	松岡優太	JPML	E2①	male	08/26	第40期	東京
matsushitakazuma	松下一真	JPML	E3②	male	11/06	第39期	東京
matsubarakenshi	松原健志	JPML	—	male	12/20	第16期	北陸
yoshifumi_matsuzaki	松崎良文	JPML	B1	male	07/08	第17期	東京
matsudakentarou	松田健太郎	JPML	E3②	male	09/12	第38期	東京
matsudaayaka	松田彩花	JPML	C3	female	05/28	第33期	東京
matsushimamomoka	松島桃花	JPML	D3②	female	11/13	第38期	東京
matsuoshigehiro	松尾樹宏	JPML	C2	male	09/30	第28期	九州
matsumotokazuya	松本京也	JPML	—	male	09/11	第38期	四国
matsumotoyukihiro	松本幸大	JPML	—	male	12/18	第34期	北海道
matsumotoshun	松本峻	JPML	D3①	male	01/06	第37期	東京
matsumotohiro	松本大	JPML	—	male	09/11	第40期	山口
matsumotoyuusuke	松本遊助	JPML	D1②	male	01/05	第20期	東京
matsumotokazuki	松本和樹	JPML	—	male	11/20	第39期	静岡
matsuzawayuusuke	松澤悠介	JPML	E3①	male	12/21	第41期	東京
numayamaryou	沼山亮	JPML	—	male	05/28	第34期	東京
uegakiaiko	上垣愛子	JPML	—	female	04/05	第39期	関西
kamimurayoshihisa	上村宜久	JPML	—	male	03/19	第18期	関西
kamimurashintarou	上村慎太郎	JPML	D1②	male	07/22	第22期	東京
uemuramasao	上村政雄	JPML	—	male	08/25	第28期	関西
uedamami	上田まみ	JPML	D2②	female	11/15	第38期	東京
uedasoutarou	上田宗太朗	JPML	D1②	male	05/22	第38期	東京
naoki_ueda	上田直樹	JPML	A2	male	02/08	第32期	東京
uedaryou	上田稜	JPML	—	male	10/30	第32期	東京
shiroshitakyouhei	城下恭平	JPML	E3②	male	10/12	第42期	東京
uedatoshihiro	植田稔宏	JPML	—	male	01/03	第34期	北海道
araishunichi	新井駿一	JPML	D1②	male	10/17	第30期	東京
shinguuhideki	新宮英樹	JPML	—	male		第35期	九州
atarashidaichi	新大地	JPML	D2①	male	03/16	第33期	北関東
shintanishouhei	新谷翔平	JPML	C2	male	12/09	第24期	東京
moriokasadami	森岡貞臣	JPML	C3	male	01/05	第28期	東京
morishitamasato	森下剛任	JPML	C1	male	08/19	第22期	中部
moritakahiro	森貴大	JPML	—	male	10/12	第39期	関西
moriyoshihisa	森義久	JPML	—	male	06/22	第40期	中部
moriyamashigekazu	森山茂和	JPML	—	male	11/06	第1期	東京
morikawakotori	森川ことり	JPML	—	female	04/14	第40期	九州
moritakentarou	森田健太郎	JPML	E3②	male	12/25	第38期	四国
moritamirai	森田未来	JPML	—	male	12/15	第36期	東京
morishimakeigo	森島啓悟	JPML	E3②	male	03/13	第42期	東京
morimotoyuuka	森本夕楓	JPML	E2②	female	09/23	第40期	東京
morihayato	森勇人	JPML	E3②	male	12/07	第42期	東京
moriwakitsukasa	森脇司	JPML	C3	male	12/30	第10期	東京
fukayayuuta	深谷勇太	JPML	D3②	male		第39期	東京
fukaotaiga	深尾太雅	JPML	—	male	12/15	第41期	関西
shinkouyuushou	真光祐尚	JPML	—	male	06/19	第24期	北海道
sanadanobunari	真田将成	JPML	—	male	10/06	第37期	東京
sanadayuuki	真田悠暉	JPML	E3②	male	07/18	第36期	東京
manabeakihiro	真鍋明広	JPML	C3	male	09/28	第18期	東京
kouyamashun	神山俊	JPML	E2②	male	01/03	第37期	東京
kamimoritenshin	神森天心	JPML	D2②	male	05/08	第38期	東京
kanbayashitsuyoshi	神林剛	JPML	—	male	07/16	第23期	東京
nishinayuuta	仁科優太	JPML	C1	male	10/02	第37期	東京
nihiranobuaki	仁平宣明	JPML	B2	male	09/14	第11期	東京
suuramasahiro	須浦正裕	JPML	B2	male	05/11	第22期	東京
sugatomohiro	須賀智博	JPML	—	male	09/23	第23期	北海道
mizuurashunichi	水浦春一	JPML	E3①	male	03/21	第39期	東京
mizuguchiryou	水口崚	JPML	E3①	male	10/19	第33期	東京
mizumachishinichi	水町慎一	JPML	—	male	11/22	第27期	九州
minatomarin	水都まりん	JPML	—	female	02/02	第40期	四国
mizunokouichi	水野孝一	JPML	E1①	male	05/07	第37期	東京
mizusawaakihiko	水澤明彦	JPML	D2②	male	11/08	第20期	東京
sugiuramayu	杉浦まゆ	JPML	—	female	02/13	第35期	東京
kansuke_sugiura	杉浦勘介	JPML	A1	male	08/27	第20期	中部
sugiuratakanori	杉浦貴紀	JPML	—	male	02/18	第21期	中部
sugiuramiyuki	杉浦幸	JPML	—	female	04/05	第26期	東京
sugiharanaoto	杉原直人	JPML	E1①	male	09/28	第38期	東京
sugiyamatoshihiko	杉山俊彦	JPML	E1②	male	05/21	第33期	東京
sugimurayasuharu	杉村泰治	JPML	—	male	08/18	第12期	中部
sugiuchihajime	杉内甫	JPML	—	male	04/14	第40期	北海道
sugawarakeisuke	菅原啓資	JPML	—	male	05/01	第39期	東北
sugawarahiroe	菅原千瑛	JPML	C3	female	12/02	第28期	東京
sugawaranaoya	菅原直哉	JPML	—	male	11/25	第28期	東北
kannoakira	菅野爽	JPML	—	male	08/23	第39期	中部
kannosunao	菅野直	JPML	—	male	08/25	第22期	中部
sejimokatsuya	瀬下勝也	JPML	C2	male	12/27	第30期	東京
setokuma	瀬戸熊直樹	JPML	B1	male	1970/08/27	第14期	千葉県
setomai	瀬戸麻衣	JPML	E1②	female	03/23	第40期	東京
segawashuugo	瀬川修吾	JPML	—	male	10/14	第39期	東京
naruseminato	成瀬湊	JPML	—	male	12/05	第41期	九州
naritaryou	成田理良	JPML	D2①	male	01/21	第33期	北陸
hoshiitsubasa	星井つばさ	JPML	E3②	female	09/03	第42期	東京
hoshinoami	星乃あみ	JPML	—	female	10/23	第37期	東北
kiyoharatsugumitsu	清原継光	JPML	C2	male	01/20	第25期	東京
shimizukaori	清水香織	JPML	—	female	07/12	第13期	北関東
shimizutomoyuki	清水智之	JPML	C2	male	08/30	第36期	東京
shimizutetsuya	清水哲也	JPML	—	male	12/03	第28期	中部
shimizuryuuichi	清水隆市	JPML	E2②	male	06/23	第35期	東京
kiyosueshisaki	清末紫咲	JPML	—	female	01/12	第40期	九州
moriaimarina	盛合麻理奈	JPML	E2①	female	08/25	第38期	東京
hijikawateruya	聖川輝弥	JPML	—	male	11/05	第41期	関西
nishizonosakuya	西園さくや	JPML	E3①	male	12/15	第42期	東京
nishiokanoriyasu	西岡慎泰	JPML	E1①	male	11/29	第21期	東京
nishiyamaami	西山あみ	JPML	—	female	08/21	第25期	東京
nishiyamawataru	西山航瑠	JPML	—	male	09/04	第38期	四国
saijourin	西城凛	JPML	E1①	female	10/20	第33期	東京
jun_nishikawa	西川淳	JPML	A2	male	03/06	第18期	東京
nishikawashigeki	西川茂樹	JPML	—	male	10/24	第42期	関西
nishimuraryouta	西村諒太	JPML	E2①	male	08/21	第40期	東京
nishimurakazutaka	西村和貴	JPML	—	male	07/15	第38期	四国
nishidamio	西田みお	JPML	D1①	female	01/20	第32期	東京
nishidaosamu	西田修	JPML	E2②	male		第24期	東京
nishijimakazuhiko	西島一彦	JPML	C2	male	08/31	第19期	東京
yukari_nishijima	西嶋ゆかり	JPML	D2①	female	01/03	第28期	北関東
nishinotakuya	西野拓也	JPML	—	male	12/30	第11期	北海道
nishinotakahiro	西野隆博	JPML	—	male	07/24	第38期	北海道
nishizawayoshiki	西澤慶記	JPML	—	male	09/15	第41期	北海道
aoyamamegumi	青山めぐみ	JPML	C3	female	11/17	第28期	東京
aoyamadai	青山大	JPML	—	male	03/30	第17期	中部
aoshimahiroki	青嶋宏樹	JPML	C1	male	06/25	第33期	静岡
aokiichina	青木いちな	JPML	E2②	female	12/10	第41期	東京
aokijun	青木惇	JPML	E3②	male	01/09	第42期	東京
saitourie	斉藤理絵	JPML	D3②	female	02/09	第25期	東京
saitoutakashi	斉藤隆	JPML	C2	male	12/15	第34期	静岡
ishiiyoshiki	石井良樹	JPML	—	male	09/08	第24期	東北
ishigamegenki	石亀玄樹	JPML	D1②	male	06/25	第38期	東京
ishibashikazuya	石橋和也	JPML	C3	male	11/24	第21期	東京
ishiharayasunobu	石原康申	JPML	—	male	08/14	第25期	東京
ishiharakazuki	石原和輝	JPML	—	male	10/07	第41期	山口
ishigurokeizou	石黒恵三	JPML	—	male	07/26	第40期	中部
ishiyamashinya	石山真也	JPML	E3②	male	12/13	第42期	東京
ishimoritakao	石森隆雄	JPML	C2	male	02/26	第32期	東京
ishikawanaru	石川愛	JPML	—	male	12/01	第39期	関西
ishikawagoushi	石川豪士	JPML	D2②	male	09/21	第35期	東京
masaaki_ishikawa	石川正明	JPML	A2	male	01/01	第17期	東京
ishikawayuuki	石川雄基	JPML	—	male	03/30	第39期	中部
ishikawayuuya	石川雄也	JPML	—	male	09/03	第36期	中部
ishikawaryou	石川遼	JPML	C1	male	03/19	第34期	東京
ishizuhisato	石津寿人	JPML	—	male	12/10	第20期	静岡
ishidaasami	石田亜沙己	JPML	E1①	female	02/02	第29期	東京
ishidatomoyuki	石田知幸	JPML	—	male	10/05	第36期	九州
masashi_ishiwata	石渡正志	JPML	B1	male	12/01	第7期	東京
ishidatetakehiro	石立岳大	JPML	B2	male	12/09	第23期	東京
segurosana	脊黒沙南	JPML	E3①	female	04/27	第41期	東京
akashiminako	赤司美奈子	JPML	—	female	06/30	第23期	東京
akahoshitoshiki	赤星俊樹	JPML	—	male	04/28	第42期	東北
akagikuro	赤木クロ	JPML	—	female	12/18	第38期	東京
yukinoiori	雪野伊織	JPML	—	male	09/26	第40期	山口
sendaryousuke	仙田竜祐	JPML	E2①	male	03/31	第38期	東京
chibamiho	千葉みほ	JPML	—	female	07/08	第36期	北海道
kawaokushuuji	川奥修二	JPML	—	male	01/20	第42期	四国
kawaharamaiko	川原舞子	JPML	D3②	female	08/29	第28期	東京
kawaikatsuhisa	川合克久	JPML	—	male	01/29	第40期	四国
kawasakitomoya	川崎友也	JPML	—	male	05/12	第40期	関西
kawakamirei	川上レイ	JPML	—	female	06/22	第37期	東京
kawakamitakahiro	川上剛洋	JPML	E2①	male	10/25	第41期	東京
kawakaminaoya	川上直也	JPML	—	male	01/05	第29期	関西
kawamuranaohiro	川村直寛	JPML	C1	male	06/28	第36期	東京
kawabatashouhei	川端祥平	JPML	E2②	male	09/20	第39期	東京
kawasakiyuuki	川﨑裕紀	JPML	E3①	male	05/15	第41期	東京
izumiyuuto	泉裕斗	JPML	E2①	male	06/20	第37期	東京
izumiryouta	泉亮多	JPML	C2	male	03/29	第26期	東京
asaokayuuya	浅岡勇矢	JPML	E2①	male	11/24	第41期	東京
asanokouta	浅野耕太	JPML	—	male	02/13	第37期	東京
asanofumimasa	浅野文雅	JPML	—	male	05/23	第28期	中部
somekawawataru	染川航	JPML	D3②	male	02/02	第37期	東京
funakishinichi	船木伸一	JPML	C1	male	08/10	第29期	東京
naoya_maeda	前田直哉	JPML	A1	male	04/18	第17期	東京
maesawaryou	前澤涼	JPML	—	male	02/26	第41期	中部
soneayaka	曽根彩加	JPML	E3①	female	10/28	第40期	東京
soshinoharunari	曽篠春成	JPML	C1	male	03/30	第36期	東京
kuratario	倉田梨央	JPML	E2②	female	05/12	第40期	東京
hayakawakenta	早川健太	JPML	D1①	male	09/16	第35期	東京
hayakawakouhei	早川航平	JPML	E1①	male	06/11	第39期	東京
rinka_hayakawa	早川林香	JPML	D3①	female	06/25	第30期	東京
soudasakiko	早田さきこ	JPML	—	female	04/05	第32期	九州
aibayuudai	相場雄大	JPML	—	male	02/01	第31期	東京
aoiyurika	蒼井ゆりか	JPML	D1①	female	06/01	第24期	東京
aoyamashuusuke	蒼山秀佑	JPML	D1②	male	02/17	第28期	東京
aokishouko	蒼木翔子	JPML	C3	female	10/21	第34期	東京
masudamasato	増田真人	JPML	D2②	male	08/19	第37期	東京
masudaryuuichi	増田隆一	JPML	C3	male	08/24	第17期	東京
adachijunya	足立純哉	JPML	—	male	03/03	第32期	静岡
murakamimakoto	村上良	JPML	—	male	09/23	第6期	北海道
murakamireo	村上玲央	JPML	C3	male	04/06	第36期	北海道
murasehiromitsu	村瀬寛光	JPML	—	male	01/08	第23期	中部
murasekanya	村瀬寛哉	JPML	—	male	02/14	第41期	四国
tagatomoya	多賀友哉	JPML	—	male	08/29	第39期	東京
tadarion	多田理音	JPML	D3①	male	11/16	第38期	東京
ootahiroko	太田寛子	JPML	E1①	female	04/24	第36期	東京
ootamitsuru	太田充	JPML	—	male	03/07	第25期	中部
ootashunya	太田峻也	JPML	—	male	05/09	第27期	中部
ootamasaki	太田昌樹	JPML	C1	male	08/24	第21期	静岡
ootayuusuke	太田優介	JPML	C1	male	01/15	第22期	東京
ootaryousei	太田涼聖	JPML	—	male	07/31	第40期	四国
utenanaoki	台直輝	JPML	E3②	male	03/24	第36期	東京
ooshitakyousuke	大下恭佑	JPML	—	male	04/17	第40期	関西
ooshitashinji	大下新司	JPML	—	male	12/30	第40期	山口
ookubohayato	大久保隼人	JPML	C1	male	07/13	第40期	東京
ookubotomomi	大久保朋美	JPML	C1	female	06/23	第29期	東京
oomiyaren	大宮蓮	JPML	E1②	male	05/22	第41期	東京
oohashikeiichirou	大橋慶一郎	JPML	—	male	11/01	第28期	関西
oohashikousei	大橋幸正	JPML	C1	male	09/11	第33期	中部
oozoratarou	大空太郎	JPML	—	male	01/24	第42期	北海道
ootsukiremi	大月れみ	JPML	D2①	female	11/21	第33期	東京
ooharatomoya	大原伴哉	JPML	—	male	11/11	第39期	中部
ootakakei	大高啓	JPML	—	male	12/05	第36期	東京
ootakasakamatsuki	大高坂松城	JPML	—	male	05/14	第13期	中部
ooedafumi	大枝史	JPML	C3	male	07/18	第35期	東京
ookanukafumiya	大鹿糠文也	JPML	D2①	male	12/09	第31期	東京
oonumamakoto	大沼慎	JPML	—	male		第35期	東北
oonishiyoshinori	大西義則	JPML	—	male	11/11	第22期	中部
ooishitakanari	大石隆也	JPML	D3①	male	07/18	第38期	東京
ookawakayano	大川佳弥乃	JPML	E1②	female	08/27	第40期	東京
ookawayuujirou	大川裕次郎	JPML	C1	male	05/03	第36期	東京
ookuraayana	大倉綾菜	JPML	—	female	06/19	第40期	北海道
ootakisatoshi	大滝聡	JPML	—	male	05/05	第24期	中部
ootanitakeshi	大谷剛志	JPML	D1②	male	05/14	第41期	静岡
oomachiyuuta	大町勇太	JPML	—	male	03/26	第38期	北海道
ootsukasaki	大塚紗希	JPML	—	female	03/24	第41期	北関東
ootsukamasakuni	大塚將訓	JPML	—	male	12/08	第38期	中部
ootsukiaimi	大槻あいみ	JPML	—	female	11/27	第37期	東京
oobasanshirou	大庭三四郎	JPML	D3①	male	08/26	第27期	東京
ootomoshouta	大伴翔太	JPML	—	male	09/13	第40期	四国
oomotoyuusuke	大本祐介	JPML	—	male	04/06	第40期	九州
ookiakinori	大木亮典	JPML	—	male	09/10	第26期	東京
oonotakeshi	大野剛史	JPML	D2②	male	04/17	第38期	東京
oonoayano	大野彩乃	JPML	C2	female	09/24	第28期	東京
oonotokutarou	大野徳多郎	JPML	—	male	03/24	第32期	九州
